Year,Country / territory of asylum/residence,Origin,Population type,Value
2017,France,Angola,Refugees (incl. refugee-like situations),3428
2017,France,Albania,Refugees (incl. refugee-like situations),4349
2017,France,Argentina,Refugees (incl. refugee-like situations),*
2017,France,Armenia,Refugees (incl. refugee-like situations),4113
2017,France,Antigua and Barbuda,Refugees (incl. refugee-like situations),*
2017,France,Austria,Refugees (incl. refugee-like situations),*
2017,France,Azerbaijan,Refugees (incl. refugee-like situations),2916
2017,France,Burundi,Refugees (incl. refugee-like situations),607
2017,France,Benin,Refugees (incl. refugee-like situations),36
2017,France,Burkina Faso,Refugees (incl. refugee-like situations),193
2017,France,Bangladesh,Refugees (incl. refugee-like situations),5160
2017,France,Bulgaria,Refugees (incl. refugee-like situations),71
2017,France,Bahrain,Refugees (incl. refugee-like situations),6
2017,France,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),4085
2017,France,Belarus,Refugees (incl. refugee-like situations),514
2017,France,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),36
2017,France,Brazil,Refugees (incl. refugee-like situations),12
2017,France,Bhutan,Refugees (incl. refugee-like situations),117
2017,France,Central African Rep.,Refugees (incl. refugee-like situations),2642
2017,France,Chile,Refugees (incl. refugee-like situations),67
2017,France,China,Refugees (incl. refugee-like situations),4541
2017,France,Côte d'Ivoire,Refugees (incl. refugee-like situations),3263
2017,France,Cameroon,Refugees (incl. refugee-like situations),1041
2017,France,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),15697
2017,France,Congo,Refugees (incl. refugee-like situations),3317
2017,France,Colombia,Refugees (incl. refugee-like situations),488
2017,France,Comoros,Refugees (incl. refugee-like situations),575
2017,France,Cabo Verde,Refugees (incl. refugee-like situations),*
2017,France,Cuba,Refugees (incl. refugee-like situations),167
2017,France,Czech Rep.,Refugees (incl. refugee-like situations),27
2017,France,Germany,Refugees (incl. refugee-like situations),6
2017,France,Djibouti,Refugees (incl. refugee-like situations),256
2017,France,Dominica,Refugees (incl. refugee-like situations),*
2017,France,Dominican Rep.,Refugees (incl. refugee-like situations),49
2017,France,Algeria,Refugees (incl. refugee-like situations),1654
2017,France,Ecuador,Refugees (incl. refugee-like situations),26
2017,France,Egypt,Refugees (incl. refugee-like situations),886
2017,France,Eritrea,Refugees (incl. refugee-like situations),3768
2017,France,Western Sahara,Refugees (incl. refugee-like situations),512
2017,France,Spain,Refugees (incl. refugee-like situations),*
2017,France,Estonia,Refugees (incl. refugee-like situations),7
2017,France,Ethiopia,Refugees (incl. refugee-like situations),1109
2017,France,Gabon,Refugees (incl. refugee-like situations),82
2017,France,Georgia,Refugees (incl. refugee-like situations),3083
2017,France,Ghana,Refugees (incl. refugee-like situations),516
2017,France,Guinea,Refugees (incl. refugee-like situations),7788
2017,France,Gambia,Refugees (incl. refugee-like situations),252
2017,France,Guinea-Bissau,Refugees (incl. refugee-like situations),896
2017,France,Equatorial Guinea,Refugees (incl. refugee-like situations),32
2017,France,Greece,Refugees (incl. refugee-like situations),*
2017,France,Guatemala,Refugees (incl. refugee-like situations),14
2017,France,Guyana,Refugees (incl. refugee-like situations),16
2017,France,Honduras,Refugees (incl. refugee-like situations),6
2017,France,Croatia,Refugees (incl. refugee-like situations),62
2017,France,Haiti,Refugees (incl. refugee-like situations),3497
2017,France,Hungary,Refugees (incl. refugee-like situations),65
2017,France,Indonesia,Refugees (incl. refugee-like situations),6
2017,France,India,Refugees (incl. refugee-like situations),213
2017,France,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),2580
2017,France,Iraq,Refugees (incl. refugee-like situations),7265
2017,France,Israel,Refugees (incl. refugee-like situations),7
2017,France,Jamaica,Refugees (incl. refugee-like situations),14
2017,France,Jordan,Refugees (incl. refugee-like situations),27
2017,France,Kazakhstan,Refugees (incl. refugee-like situations),553
2017,France,Kenya,Refugees (incl. refugee-like situations),107
2017,France,Kyrgyzstan,Refugees (incl. refugee-like situations),306
2017,France,Cambodia,Refugees (incl. refugee-like situations),11361
2017,France,Kuwait,Refugees (incl. refugee-like situations),77
2017,France,Lao People's Dem. Rep.,Refugees (incl. refugee-like situations),6721
2017,France,Lebanon,Refugees (incl. refugee-like situations),135
2017,France,Liberia,Refugees (incl. refugee-like situations),232
2017,France,Libya,Refugees (incl. refugee-like situations),540
2017,France,Saint Lucia,Refugees (incl. refugee-like situations),*
2017,France,Sri Lanka,Refugees (incl. refugee-like situations),24110
2017,France,Lithuania,Refugees (incl. refugee-like situations),11
2017,France,Latvia,Refugees (incl. refugee-like situations),38
2017,France,Morocco,Refugees (incl. refugee-like situations),473
2017,France,Rep. of Moldova,Refugees (incl. refugee-like situations),322
2017,France,Madagascar,Refugees (incl. refugee-like situations),221
2017,France,Maldives,Refugees (incl. refugee-like situations),*
2017,France,Mexico,Refugees (incl. refugee-like situations),23
2017,France,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),340
2017,France,Mali,Refugees (incl. refugee-like situations),4381
2017,France,Myanmar,Refugees (incl. refugee-like situations),316
2017,France,Montenegro,Refugees (incl. refugee-like situations),86
2017,France,Mongolia,Refugees (incl. refugee-like situations),422
2017,France,Mozambique,Refugees (incl. refugee-like situations),9
2017,France,Mauritania,Refugees (incl. refugee-like situations),5320
2017,France,Mauritius,Refugees (incl. refugee-like situations),16
2017,France,Malawi,Refugees (incl. refugee-like situations),*
2017,France,Malaysia,Refugees (incl. refugee-like situations),9
2017,France,Namibia,Refugees (incl. refugee-like situations),*
2017,France,Niger,Refugees (incl. refugee-like situations),64
2017,France,Nigeria,Refugees (incl. refugee-like situations),2101
2017,France,Nicaragua,Refugees (incl. refugee-like situations),*
2017,France,Nepal,Refugees (incl. refugee-like situations),129
2017,France,Pakistan,Refugees (incl. refugee-like situations),1399
2017,France,Peru,Refugees (incl. refugee-like situations),298
2017,France,Philippines,Refugees (incl. refugee-like situations),*
2017,France,Poland,Refugees (incl. refugee-like situations),140
2017,France,Paraguay,Refugees (incl. refugee-like situations),6
2017,France,Palestinian,Refugees (incl. refugee-like situations),813
2017,France,Qatar,Refugees (incl. refugee-like situations),*
2017,France,Romania,Refugees (incl. refugee-like situations),151
2017,France,Russian Federation,Refugees (incl. refugee-like situations),15634
2017,France,Rwanda,Refugees (incl. refugee-like situations),2807
2017,France,Saudi Arabia,Refugees (incl. refugee-like situations),12
2017,France,Sudan,Refugees (incl. refugee-like situations),11337
2017,France,Senegal,Refugees (incl. refugee-like situations),1094
2017,France,Sierra Leone,Refugees (incl. refugee-like situations),541
2017,France,El Salvador,Refugees (incl. refugee-like situations),38
2017,France,Somalia,Refugees (incl. refugee-like situations),2964
2017,France,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),13376
2017,France,South Sudan,Refugees (incl. refugee-like situations),27
2017,France,Sao Tome and Principe,Refugees (incl. refugee-like situations),*
2017,France,Suriname,Refugees (incl. refugee-like situations),*
2017,France,Slovakia,Refugees (incl. refugee-like situations),116
2017,France,Seychelles,Refugees (incl. refugee-like situations),*
2017,France,Syrian Arab Rep.,Refugees (incl. refugee-like situations),12520
2017,France,Chad,Refugees (incl. refugee-like situations),1392
2017,France,Togo,Refugees (incl. refugee-like situations),719
2017,France,Thailand,Refugees (incl. refugee-like situations),6
2017,France,Tajikistan,Refugees (incl. refugee-like situations),48
2017,France,Turkmenistan,Refugees (incl. refugee-like situations),21
2017,France,Trinidad and Tobago,Refugees (incl. refugee-like situations),*
2017,France,Tunisia,Refugees (incl. refugee-like situations),293
2017,France,Turkey,Refugees (incl. refugee-like situations),10727
2017,France,United Rep. of Tanzania,Refugees (incl. refugee-like situations),8
2017,France,Uganda,Refugees (incl. refugee-like situations),120
2017,France,Ukraine,Refugees (incl. refugee-like situations),1605
2017,France,Uruguay,Refugees (incl. refugee-like situations),*
2017,France,United States of America,Refugees (incl. refugee-like situations),*
2017,France,Uzbekistan,Refugees (incl. refugee-like situations),212
2017,France,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),123
2017,France,Viet Nam,Refugees (incl. refugee-like situations),7911
2017,France,Various/Unknown,Refugees (incl. refugee-like situations),86381
2017,France,Yemen,Refugees (incl. refugee-like situations),218
2017,France,South Africa,Refugees (incl. refugee-like situations),32
2017,France,Zambia,Refugees (incl. refugee-like situations),*
2017,France,Zimbabwe,Refugees (incl. refugee-like situations),44
2017,Gabon,Burundi,Refugees (incl. refugee-like situations),8
2017,Gabon,Central African Rep.,Refugees (incl. refugee-like situations),38
2017,Gabon,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
2017,Gabon,Cameroon,Refugees (incl. refugee-like situations),*
2017,Gabon,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),74
2017,Gabon,Congo,Refugees (incl. refugee-like situations),86
2017,Gabon,Ethiopia,Refugees (incl. refugee-like situations),*
2017,Gabon,Ghana,Refugees (incl. refugee-like situations),*
2017,Gabon,Equatorial Guinea,Refugees (incl. refugee-like situations),*
2017,Gabon,Mauritania,Refugees (incl. refugee-like situations),8
2017,Gabon,Somalia,Refugees (incl. refugee-like situations),*
2017,Gabon,South Sudan,Refugees (incl. refugee-like situations),*
2017,Gabon,Sao Tome and Principe,Refugees (incl. refugee-like situations),26
2017,Gabon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2017,Gabon,Chad,Refugees (incl. refugee-like situations),570
2017,Gabon,Togo,Refugees (incl. refugee-like situations),15
2017,United Kingdom,Afghanistan,Refugees (incl. refugee-like situations),9858
2017,United Kingdom,Angola,Refugees (incl. refugee-like situations),195
2017,United Kingdom,Albania,Refugees (incl. refugee-like situations),2423
2017,United Kingdom,United Arab Emirates,Refugees (incl. refugee-like situations),18
2017,United Kingdom,Argentina,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Armenia,Refugees (incl. refugee-like situations),50
2017,United Kingdom,Antigua and Barbuda,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Australia,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Azerbaijan,Refugees (incl. refugee-like situations),79
2017,United Kingdom,Burundi,Refugees (incl. refugee-like situations),48
2017,United Kingdom,Benin,Refugees (incl. refugee-like situations),6
2017,United Kingdom,Burkina Faso,Refugees (incl. refugee-like situations),5
2017,United Kingdom,Bangladesh,Refugees (incl. refugee-like situations),1170
2017,United Kingdom,Bahrain,Refugees (incl. refugee-like situations),154
2017,United Kingdom,Bahamas,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),27
2017,United Kingdom,Belarus,Refugees (incl. refugee-like situations),160
2017,United Kingdom,Belize,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),15
2017,United Kingdom,Brazil,Refugees (incl. refugee-like situations),13
2017,United Kingdom,Barbados,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Bhutan,Refugees (incl. refugee-like situations),86
2017,United Kingdom,Botswana,Refugees (incl. refugee-like situations),19
2017,United Kingdom,Central African Rep.,Refugees (incl. refugee-like situations),9
2017,United Kingdom,Canada,Refugees (incl. refugee-like situations),9
2017,United Kingdom,Chile,Refugees (incl. refugee-like situations),*
2017,United Kingdom,China,Refugees (incl. refugee-like situations),1571
2017,United Kingdom,Côte d'Ivoire,Refugees (incl. refugee-like situations),220
2017,United Kingdom,Cameroon,Refugees (incl. refugee-like situations),534
2017,United Kingdom,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),1103
2017,United Kingdom,Congo,Refugees (incl. refugee-like situations),130
2017,United Kingdom,Cook Islands,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Colombia,Refugees (incl. refugee-like situations),40
2017,United Kingdom,Comoros,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Cabo Verde,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Cuba,Refugees (incl. refugee-like situations),13
2017,United Kingdom,Cyprus,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Germany,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Djibouti,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Dominica,Refugees (incl. refugee-like situations),11
2017,United Kingdom,Algeria,Refugees (incl. refugee-like situations),323
2017,United Kingdom,Ecuador,Refugees (incl. refugee-like situations),14
2017,United Kingdom,Egypt,Refugees (incl. refugee-like situations),651
2017,United Kingdom,Eritrea,Refugees (incl. refugee-like situations),13590
2017,United Kingdom,Western Sahara,Refugees (incl. refugee-like situations),11
2017,United Kingdom,Ethiopia,Refugees (incl. refugee-like situations),1387
2017,United Kingdom,Fiji,Refugees (incl. refugee-like situations),8
2017,United Kingdom,France,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Gabon,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Georgia,Refugees (incl. refugee-like situations),48
2017,United Kingdom,Ghana,Refugees (incl. refugee-like situations),278
2017,United Kingdom,Guinea,Refugees (incl. refugee-like situations),263
2017,United Kingdom,Gambia,Refugees (incl. refugee-like situations),1312
2017,United Kingdom,Guinea-Bissau,Refugees (incl. refugee-like situations),7
2017,United Kingdom,Equatorial Guinea,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Greece,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Grenada,Refugees (incl. refugee-like situations),15
2017,United Kingdom,Guatemala,Refugees (incl. refugee-like situations),5
2017,United Kingdom,French Guiana,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Guyana,Refugees (incl. refugee-like situations),16
2017,United Kingdom,"China, Hong Kong SAR",Refugees (incl. refugee-like situations),*
2017,United Kingdom,Honduras,Refugees (incl. refugee-like situations),34
2017,United Kingdom,Croatia,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Haiti,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Indonesia,Refugees (incl. refugee-like situations),16
2017,United Kingdom,India,Refugees (incl. refugee-like situations),351
2017,United Kingdom,Ireland,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),16085
2017,United Kingdom,Iraq,Refugees (incl. refugee-like situations),4192
2017,United Kingdom,Israel,Refugees (incl. refugee-like situations),10
2017,United Kingdom,Jamaica,Refugees (incl. refugee-like situations),358
2017,United Kingdom,Jordan,Refugees (incl. refugee-like situations),54
2017,United Kingdom,Japan,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Kazakhstan,Refugees (incl. refugee-like situations),13
2017,United Kingdom,Kenya,Refugees (incl. refugee-like situations),277
2017,United Kingdom,Kyrgyzstan,Refugees (incl. refugee-like situations),28
2017,United Kingdom,Saint Kitts and Nevis,Refugees (incl. refugee-like situations),6
2017,United Kingdom,Rep. of Korea,Refugees (incl. refugee-like situations),7
2017,United Kingdom,Kuwait,Refugees (incl. refugee-like situations),542
2017,United Kingdom,Lao People's Dem. Rep.,Refugees (incl. refugee-like situations),*
